SALE TYPE,SOLD DATE,PROPERTY TYPE,ADDRESS,CITY,STATE OR PROVINCE,ZIP OR POSTAL CODE,PRICE,BEDS,BATHS,LOCATION,SQUARE FEET,LOT SIZE,YEAR BUILT,DAYS ON MARKET,$/SQUARE FEET,HOA/MONTH,STATUS,NEXT OPEN HOUSE START TIME,NEXT OPEN HOUSE END TIME,URL (SEE http://www.redfin.com/buy-a-home/comparative-market-analysis FOR INFO ON PRICING),SOURCE,MLS#,FAVORITE,INTERESTED,LATITUDE,LONGITUDE
PAST SALE,June-10-2020,Single Family Residential,4460 Meadowlark Wing,North Las Vegas,NV,89084,295000,3,2.0,Cove At Aliante,1598,5663,2006,484,185,36,Sold,,,http://www.redfin.com/NV/North-Las-Vegas/4460-Meadowlark-Wing-Way-89084/home/29046751,GLVAR,2189613,N,Y,36.2835329,-115.2023244
PAST SALE,September-23-2021,Single Family Residential,4425 Valley Quail Way,North Las Vegas,NV,89084,408000,3,2.0,Cove At Aliante,1924,6534,2005,14,212,39,Sold,,,http://www.redfin.com/NV/North-Las-Vegas/4425-Valley-Quail-Way-89084/home/29046794,GLVAR,2325146,N,Y,36.2823177,-115.2008423
PAST SALE,February-26-2021,Single Family Residential,5421 Eagle Claw Ave,Las Vegas,NV,89130,320000,4,2.0,Eagle Creek 2-Phase 1,1585,5227,2000,223,202,66,Sold,,,http://www.redfin.com/NV/Las-Vegas/5421-Eagle-Claw-Ave-89130/home/29824601,GLVAR,2260580,N,Y,36.2735865,-115.2166585
PAST SALE,May-4-2021,Single Family Residential,4612 Catfish Bend Rd,North Las Vegas,NV,89031,382000,3,2.0,Riverwalk Ranch Cove,1914,7841,2009,156,200,20,Sold,,,http://www.redfin.com/NV/North-Las-Vegas/4612-Catfish-Bend-Rd-89031/home/29477651,GLVAR,2281797,N,Y,36.2641438,-115.204617
PAST SALE,March-18-2021,Single Family Residential,4532 Catfish Bend Rd,North Las Vegas,NV,89031,384999,4,3.0,Riverwalk Ranch Cove,1672,8712,2009,203,230,20,Sold,,,http://www.redfin.com/NV/North-Las-Vegas/4532-Catfish-Bend-Rd-89031/home/29477647,GLVAR,2270507,N,Y,36.2640512,-115.2039686
PAST SALE,September-4-2020,Single Family Residential,4012 Mantle Ave,North Las Vegas,NV,89084,408000,3,2.5,Aliante Parcels 14 & 18 Phase 2,2714,8276,2005,398,150,39,Sold,,,http://www.redfin.com/NV/North-Las-Vegas/4012-Mantle-Ave-89084/home/29048117,GLVAR,2211977,N,Y,36.2869789,-115.1937792
PAST SALE,,Single Family Residential,4004 Jungle Hawk Ln,North Las Vegas,NV,89084,280000,2,2.5,,1668,4356,2006,,168,,,,,http://www.redfin.com/NV/North-Las-Vegas/4004-Jungle-Hawk-Ln-89084/home/29059590,,,N,Y,36.2826692,-115.1936171
PAST SALE,April-26-2021,Single Family Residential,63 Belle Maison Ave,Las Vegas,NV,89123,300000,3,2.5,Belle Esprit-Phase 2,1428,1742,1998,164,210,110,Sold,,,http://www.redfin.com/NV/Las-Vegas/63-Belle-Maison-Ave-89123/home/29628532,GLVAR,2283182,N,Y,36.0150058,-115.1696244
PAST SALE,December-17-2020,Single Family Residential,3843 Alice Ln,Las Vegas,NV,89103,355000,4,2.5,Valley West 7 Phase 3,2106,10890,1979,294,169,,Sold,,,http://www.redfin.com/NV/Las-Vegas/3843-Alice-Ln-89103/home/29542768,GLVAR,2230756,N,Y,36.1197509,-115.2091326
PAST SALE,December-4-2019,Single Family Residential,6767 Sebring St,Las Vegas,NV,89103,205000,2,1.5,SPRING VALLEY COTTAGES,932,3920,1983,673,220,,Sold,,,http://www.redfin.com/NV/Las-Vegas/6767-Sebring-St-89103/home/29570416,GLVAR,2145389,N,Y,36.1044426,-115.240856
PAST SALE,January-22-2021,Single Family Residential,5725 Bullhead St,North Las Vegas,NV,89031,360000,4,2.0,Riverwalk Ranch Cove,2397,6534,2009,258,150,39,Sold,,,http://www.redfin.com/NV/North-Las-Vegas/5725-Bullhead-St-89031/home/29477231,GLVAR,2257251,N,Y,36.2642303,-115.2034359
PAST SALE,January-8-2020,Single Family Residential,4436 Oberlander Ave,North Las Vegas,NV,89031,260000,4,2.5,MARAVILLA UNIT 2,1945,2614,2005,638,134,115,Sold,,,http://www.redfin.com/NV/North-Las-Vegas/4436-Oberlander-Ave-89031/home/29005637,GLVAR,2145472,N,Y,36.2621384,-115.2012591
PAST SALE,October-26-2020,Single Family Residential,6912 Auklet Ln,North Las Vegas,NV,89084,406000,4,3.0,Aliante Parcels 14 & 18 Phase 1,2640,7405,2005,346,154,45,Sold,,,http://www.redfin.com/NV/North-Las-Vegas/6912-Auklet-St-89084/home/29017874,GLVAR,2231121,N,Y,36.2856451,-115.1946823
PAST SALE,February-3-2021,Single Family Residential,5712 Mount Athos St,North Las Vegas,NV,89031,270000,3,2.0,Maravilla,2006,3049,2004,246,135,120,Sold,,,http://www.redfin.com/NV/North-Las-Vegas/5712-Mt-Athos-St-89031/home/28982909,GLVAR,2254848,N,Y,36.263631,-115.2018612
PAST SALE,June-29-2021,Single Family Residential,4424 Acropolis Ave,North Las Vegas,NV,89031,325000,4,2.5,Maravilla,1945,2614,2004,100,167,115,Sold,,,http://www.redfin.com/NV/North-Las-Vegas/4424-Acropolis-Ave-89031/home/28977673,GLVAR,2289856,N,Y,36.2650195,-115.2009813
PAST SALE,August-31-2020,Single Family Residential,4113 Falcons Flight Ave,Las Vegas,NV,89084,510000,6,4.0,Astoria At Aliante-Parcel 17,4382,6534,2005,402,116,53,Sold,,,http://www.redfin.com/NV/North-Las-Vegas/4113-W-Falcons-Flight-Ave-89084/home/29017751,GLVAR,2218795,N,Y,36.289596,-115.195413
PAST SALE,June-30-2021,Single Family Residential,6674 Little Owl Pl,North Las Vegas,NV,89084,397500,3,2.5,Parcel 16 At Aliante,2311,3920,2006,99,172,58,Sold,,,http://www.redfin.com/NV/North-Las-Vegas/6674-Little-Owl-Pl-89084/home/29059545,GLVAR,2295760,N,Y,36.2815456,-115.1938487
PAST SALE,August-18-2021,Single Family Residential,4364 Altamira Cave Dr,Las Vegas,NV,89031,325000,4,2.5,Maravilla,2006,2614,2004,50,162,115,Sold,,,http://www.redfin.com/NV/North-Las-Vegas/4364-Altamira-Cave-Dr-89031/home/28982230,GLVAR,2317898,N,Y,36.264423,-115.2001013
PAST SALE,October-10-2019,Single Family Residential,4308 Rankin Ranch Ct,North Las Vegas,NV,89031,340830,5,3.0,VALLEY 3.3,2679,3920,2019,728,127,71,Sold,,,http://www.redfin.com/NV/NORTH-LAS-VEGAS/4308-RANKIN-RANCH-CT-89031/home/167610646,GLVAR,2078275,N,Y,36.272338,-115.198119
PAST SALE,July-26-2021,Single Family Residential,6920 Auklet Ln,North Las Vegas,NV,89084,444444,2,2.0,Aliante Parcels 14 & 18 Phase 1,1975,7405,2005,73,225,39,Sold,,,http://www.redfin.com/NV/North-Las-Vegas/6920-Auklet-St-89084/home/29017876,GLVAR,2304529,N,Y,36.2859017,-115.194335
PAST SALE,March-5-2020,Single Family Residential,6048 Paddleboat St,North Las Vegas,NV,89031,350000,5,3.0,RIVERWALK RANCH TWILIGHT,2961,4356,2012,581,118,55,Sold,,,http://www.redfin.com/NV/North-Las-Vegas/6048-Paddleboat-St-89031/home/45356350,GLVAR,2161253,N,Y,36.2703894,-115.1994297
PAST SALE,February-17-2021,Single Family Residential,4325 French Landing Rd,North Las Vegas,NV,89031,345000,3,2.5,Riverwalk Ranch Twilight,2451,5227,2010,232,141,60,Sold,,,http://www.redfin.com/NV/North-Las-Vegas/4325-French-Landing-Rd-89031/home/30288039,GLVAR,2251859,N,Y,36.2692367,-115.1981097
PAST SALE,July-9-2021,Single Family Residential,6917 Puetollano Dr,North Las Vegas,NV,89084,590000,5,3.0,Aliante North Parcel 19,3399,6534,2006,90,174,48,Sold,,,http://www.redfin.com/NV/North-Las-Vegas/6917-Puetollano-Dr-89084/home/29048124,GLVAR,2305108,N,Y,36.2858368,-115.1904676
PAST SALE,November-10-2020,Single Family Residential,3421 Gowan Rd,North Las Vegas,NV,89032,580000,6,3.0,,3850,30056,1983,331,151,,Sold,,,http://www.redfin.com/NV/North-Las-Vegas/3421-W-Gowan-Rd-89032/home/29249695,GLVAR,2158443,N,Y,36.2244977,-115.1862759
PAST SALE,August-25-2021,Single Family Residential,6418 Pawlow Ave,Las Vegas,NV,89118,260000,2,1.0,Foothill Villages Amd,912,6534,1977,43,285,,Sold,,,http://www.redfin.com/NV/Las-Vegas/6418-W-Pawlow-Ave-89118/home/29580363,GLVAR,2307250,N,Y,36.0988187,-115.2322424
PAST SALE,,Single Family Residential,4409 Duck Harbor Ave,North Las Vegas,NV,89031,310000,3,2.5,,2441,4792,2015,,127,,,,,http://www.redfin.com/NV/North-Las-Vegas/4409-Duck-Harbor-Ave-89031/home/92908473,,,N,Y,36.273781,-115.2001476
PAST SALE,October-30-2019,Single Family Residential,4365 Duck Harbor Ave,North Las Vegas,NV,89031,335000,3,2.5,CENTENNIAL SPRINGS - UNIT 1,2441,4792,2015,708,137,53,Sold,,,http://www.redfin.com/NV/North-Las-Vegas/4365-Duck-Harbor-Ave-89031/home/92908475,GLVAR,2117599,N,Y,36.2739247,-115.1996844
PAST SALE,,Single Family Residential,5324 Braemar Dr,Las Vegas,NV,89130,491000,3,2.5,,3369,15246,1993,,146,,,,,http://www.redfin.com/NV/Las-Vegas/5324-Braemar-Dr-89130/home/29102329,,,N,Y,36.2569655,-115.2174921
PAST SALE,September-20-2021,Single Family Residential,6308 Pecan Lake St,North Las Vegas,NV,89031,466000,4,3.0,Centennial Spgs,2591,4792,2014,17,180,54,Sold,,,http://www.redfin.com/NV/North-Las-Vegas/6308-Pecan-Lake-St-89031/home/58586700,GLVAR,2322548,N,Y,36.2746826,-115.1979199
PAST SALE,November-5-2019,Single Family Residential,3221 Epson St,Las Vegas,NV,89129,205000,3,2.5,AMERICAN WEST VILLAGE,1621,2178,1997,702,126,150,Sold,,,http://www.redfin.com/NV/Las-Vegas/3221-Epson-St-89129/home/29125946,GLVAR,2083143,N,Y,36.2197444,-115.2866987
PAST SALE,October-31-2019,Single Family Residential,5121 Kingsbridge Dr #306,Las Vegas,NV,89130,230000,2,2.0,LOS PRADOS PHASE 1-UNIT 2,1482,4792,1990,707,155,251,Sold,,,http://www.redfin.com/NV/Las-Vegas/5121-Kingsbridge-89130/unit-306/home/168621405,GLVAR,2122069,N,Y,36.252767,-115.220586
PAST SALE,,Single Family Residential,3930 Blue Coral Dr,North Las Vegas,NV,89032,313000,4,2.0,,1718,9583,1995,,182,,,,,http://www.redfin.com/NV/North-Las-Vegas/3930-Blue-Coral-Dr-89032/home/29248640,,,N,Y,36.2245159,-115.193015
PAST SALE,January-16-2020,Single Family Residential,3324 Oeste Vista St,Las Vegas,NV,89129,308000,3,2.0,VISTA PAGEANTRY,1520,7405,1995,630,203,,Sold,,,http://www.redfin.com/NV/Las-Vegas/3324-Oeste-Vista-St-89129/home/29124446,GLVAR,2159730,N,Y,36.2219893,-115.2883656
PAST SALE,December-13-2019,Single Family Residential,3476 Wordsworth St,Las Vegas,NV,89129,251000,3,2.5,AMERICAN WEST VILLAGE,1347,1742,1997,664,186,152,Sold,,,http://www.redfin.com/NV/Las-Vegas/3476-Wordsworth-St-89129/home/29124704,GLVAR,2140678,N,Y,36.223895,-115.2883656
PAST SALE,,Single Family Residential,6104 Rymer Ct,Las Vegas,NV,89130,270000,3,2.0,,1573,6970,1988,,172,,,,,http://www.redfin.com/NV/Las-Vegas/6104-Rymer-Ct-89130/home/29118335,,,N,Y,36.2440253,-115.2264072
PAST SALE,February-25-2020,Single Family Residential,6264 Lapilli Ave,Las Vegas,NV,89139,222000,2,2.5,WARM SPRINGS BRONCO AT PINNACL,1128,1742,2004,590,197,80,Sold,,,http://www.redfin.com/NV/Las-Vegas/6264-Lapilli-Ave-89139/home/29005667,GLVAR,2144242,N,Y,36.0555457,-115.2286301
PAST SALE,February-20-2020,Single Family Residential,6612 Virtuoso Ct,Las Vegas,NV,89139,310000,2,2.5,SONATA WITHIN PINNACLE PEAKS P,1855,3049,2005,595,167,19,Sold,,,http://www.redfin.com/NV/Las-Vegas/6612-Virtuoso-Ct-89139/home/29014756,GLVAR,2145461,N,Y,36.0396358,-115.2371049
PAST SALE,,Single Family Residential,6108 Rymer Ct,Las Vegas,NV,89130,314700,4,2.0,,1804,6534,1988,,174,,,,,http://www.redfin.com/NV/Las-Vegas/6108-Rymer-Ct-89130/home/29118340,,,N,Y,36.2440631,-115.2265924
PAST SALE,December-31-2020,Single Family Residential,3930 Drifting Pelican Ct,North Las Vegas,NV,89032,300000,4,2.0,Pacific Breeze,1718,9148,1996,280,175,,Sold,,,http://www.redfin.com/NV/North-Las-Vegas/3930-Drifting-Pelican-Ct-89032/home/29247401,GLVAR,2247155,N,Y,36.2238113,-115.1929686
PAST SALE,,Single Family Residential,6412 Churchfield Blvd,Las Vegas,NV,89103,125603,3,2.0,,1202,6534,1977,,104,,,,,http://www.redfin.com/NV/Las-Vegas/6412-Churchfield-Blvd-89103/home/29573097,,,N,Y,36.105473,-115.2320108
PAST SALE,April-9-2020,Single Family Residential,3855 El Camino,Las Vegas,NV,89103,293499,3,2.0,Flamingo West Unit #2,1634,7405,1977,546,180,,Sold,,,http://www.redfin.com/NV/Las-Vegas/3855-El-Camino-Rd-89103/home/29545361,GLVAR,2178886,N,Y,36.1189571,-115.2296953
PAST SALE,February-5-2020,Single Family Residential,6708 Starshell Bay Ave,Las Vegas,NV,89139,365000,4,2.5,PINNACLE PEAKS-TORREY PINES SO,2842,6970,2001,610,128,18,Sold,,,http://www.redfin.com/NV/Las-Vegas/6708-Starshell-Bay-Ave-89139/home/29834451,GLVAR,2157945,N,Y,36.0469609,-115.2390499
PAST SALE,March-5-2020,Single Family Residential,6292 Huntington Ridge Ave,Las Vegas,NV,89139,279900,2,2.5,LAMPLIGHT SQUARE AT PINNACLE P,1505,3920,2003,581,186,156,Sold,,,http://www.redfin.com/NV/Las-Vegas/6292-Huntington-Ridge-Ave-89139/home/28992328,GLVAR,2175446,N,Y,36.0381508,-115.2298805
PAST SALE,September-17-2021,Single Family Residential,4625 Mancilla St,Las Vegas,NV,89130,461900,4,3.0,Rancho Alta Mira,2064,10454,1996,20,224,13,Sold,,,http://www.redfin.com/NV/Las-Vegas/4625-Mancilla-St-89130/home/29115730,GLVAR,2315121,N,Y,36.2446175,-115.2209424
PAST SALE,January-14-2020,Single Family Residential,5042 Silent Valley Ave,Las Vegas,NV,89139,281000,3,2.5,SUNSET PASS UNIT 1,1793,3049,2007,632,157,50,Sold,,,http://www.redfin.com/NV/Las-Vegas/5042-Silent-Valley-Ct-89139/home/29055012,GLVAR,2144774,N,Y,36.0349696,-115.2099662
PAST SALE,March-2-2020,Single Family Residential,6274 Hopeful Light Ave,Las Vegas,NV,89139,295000,3,3.0,LAMPLIGHT SQUARE AT PINNACLE P,1787,3049,2004,584,165,142,Sold,,,http://www.redfin.com/NV/Las-Vegas/6274-Hopeful-Light-Ave-89139/home/29002334,GLVAR,2153313,N,Y,36.0360359,-115.2293711
PAST SALE,August-3-2020,Single Family Residential,5921 Blush,Las Vegas,NV,89130,289900,3,2.0,Crimson Ridge,1276,6970,1994,430,227,15,Sold,,,http://www.redfin.com/NV/Las-Vegas/5921-Blush-Ave-89130/home/29114914,GLVAR,2199321,N,Y,36.2456703,-115.22474
PAST SALE,July-9-2021,Single Family Residential,3904 W Delhi Ave,North Las Vegas,NV,89032,350000,5,2.0,Pacific Breeze,1908,6098,1997,90,183,,Sold,,,http://www.redfin.com/NV/North-Las-Vegas/3904-W-Delhi-Ave-89032/home/29247395,GLVAR,2298434,N,Y,36.2231592,-115.1916255
PAST SALE,February-24-2020,Single Family Residential,6054 Sonoma Station Ave,Las Vegas,NV,89139,250000,3,2.5,HIGHLANDS RANCH UNIT 5,1190,3049,2009,591,210,21,Sold,,,http://www.redfin.com/NV/Las-Vegas/6054-W-Sonoma-Station-Ave-89139/home/29799522,GLVAR,2163811,N,Y,36.015653,-115.2249252
PAST SALE,March-10-2020,Single Family Residential,11017 Sundad St,Las Vegas,NV,89179,295000,3,2.5,CHACO CANYON AT MOUNTAINS EDGE,1740,3485,2008,576,170,,Sold,,,http://www.redfin.com/NV/Las-Vegas/11017-Sundad-St-89179/home/29791492,GLVAR,2134337,N,Y,35.9893248,-115.2505345
PAST SALE,April-6-2020,Single Family Residential,5624 Lost Tree,Las Vegas,NV,89130,300000,2,2.0,Los Prados Phase 1 Unit 1,1511,6534,1989,549,199,184,Sold,,,http://www.redfin.com/NV/Las-Vegas/5624-Lost-Tree-Cir-89130/home/29102657,GLVAR,2179199,N,Y,36.2471685,-115.2204561
PAST SALE,November-29-2019,Single Family Residential,7050 Foggy Mist Ave,Las Vegas,NV,89179,380000,4,3.5,PODS 224 & 225 MOUNTAIN'S EDGE,2563,5227,2013,678,148,,Sold,,,http://www.redfin.com/NV/Las-Vegas/7050-Foggy-Mist-Ave-89179/home/40036576,GLVAR,2124508,N,Y,35.9975602,-115.2465751
PAST SALE,December-24-2019,Single Family Residential,7346 Charreado Ct,Las Vegas,NV,89179,325000,3,2.5,CHACO CANYON AT MOUNTAINS EDGE,2013,5227,2008,653,161,42,Sold,,,http://www.redfin.com/NV/Las-Vegas/7346-Charreado-Ct-89179/home/29769684,GLVAR,2110655,N,Y,35.9890202,-115.2522478
PAST SALE,July-15-2020,Single Family Residential,6242 Chert Ave,Las Vegas,NV,89139,227000,2,2.5,WARM SPRINGS BRONCO AT PINNACL,1277,1742,2005,449,178,78,Sold,,,http://www.redfin.com/NV/Las-Vegas/6242-Chert-Ave-89139/home/29007531,GLVAR,2172393,N,Y,36.0558884,-115.228167
PAST SALE,November-7-2019,Single Family Residential,3716 Alderwood Dr,North Las Vegas,NV,89032,257000,3,2.0,WEDGEWOOD EST,1306,5227,1993,700,197,,Sold,,,http://www.redfin.com/NV/North-Las-Vegas/3716-Alderwood-Dr-89032/home/29247373,GLVAR,2139315,N,Y,36.2245194,-115.1896339
PAST SALE,August-19-2020,Single Family Residential,4333 Newcastle,Las Vegas,NV,89103,330000,3,2.5,Laurelwood Spring Valley,1832,7405,1986,414,180,,Sold,,,http://www.redfin.com/NV/Las-Vegas/4333-Newcastle-Rd-89103/home/29569113,GLVAR,2197473,N,Y,36.1104591,-115.2386795
PAST SALE,,Single Family Residential,6029 Stern Cove Ct,North Las Vegas,NV,89031,300000,4,2.0,,1602,4792,2010,,187,,,,,http://www.redfin.com/NV/North-Las-Vegas/6029-Stern-Cove-Ct-89031/home/40233193,,,N,Y,36.2699297,-115.2012128
PAST SALE,,Single Family Residential,4205 Mountain Rose Ave,North Las Vegas,NV,89031,251500,3,2.0,,1494,6534,2003,,168,,,,,http://www.redfin.com/NV/North-Las-Vegas/4205-Mountain-Rose-Ave-89031/home/29951227,,,N,Y,36.2657772,-115.1967202
PAST SALE,June-30-2020,Single Family Residential,6256 Chert,Las Vegas,NV,89139,230000,2,2.5,Warm Springs Bronco At Pinnacle Peaks-Unit 2,1277,1742,2004,464,180,78,Sold,,,http://www.redfin.com/NV/Las-Vegas/6256-Chert-Ave-89139/home/29004632,GLVAR,2193690,N,Y,36.0558775,-115.2285259
PAST SALE,,Single Family Residential,5938 Creekside Sands Ln,North Las Vegas,NV,89031,450000,4,2.5,,2444,17424,2003,,184,,,,,http://www.redfin.com/NV/North-Las-Vegas/5938-Creekside-Sands-Ln-89031/home/29952354,,,N,Y,36.2681601,-115.1976002
PAST SALE,May-14-2021,Single Family Residential,5933 Gentle Creek Ln,North Las Vegas,NV,89032,390000,3,2.0,Creekside One,1712,6534,2003,146,228,28,Sold,,,http://www.redfin.com/NV/North-Las-Vegas/5933-Gentle-Creek-Ln-89031/home/29925655,GLVAR,2274084,N,Y,36.2679129,-115.196086
PAST SALE,September-1-2021,Single Family Residential,6241 Oread Ave,Las Vegas,NV,89139,305000,3,2.5,Warm Spgs Bronco At Pinnacle Peaks,1211,1742,2005,36,252,78,Sold,,,http://www.redfin.com/NV/Las-Vegas/6241-Oread-Ave-89139/home/29035199,GLVAR,2315860,N,Y,36.0535905,-115.2281207
PAST SALE,January-30-2020,Single Family Residential,3528 Silver Lantern Dr,North Las Vegas,NV,89032,223000,3,2.0,WEDGEWOOD EST,1406,5663,1994,616,159,,Sold,,,http://www.redfin.com/NV/North-Las-Vegas/3528-Silver-Lantern-Dr-89032/home/29247380,GLVAR,2151263,N,Y,36.2239541,-115.1890549
PAST SALE,July-29-2021,Single Family Residential,5949 Gentle Creek Ln,North Las Vegas,NV,89031,390000,4,2.0,Creekside One,1814,10019,2003,70,215,29,Sold,,,http://www.redfin.com/NV/North-Las-Vegas/5949-Gentle-Creek-Ln-89031/home/29925734,GLVAR,2302874,N,Y,36.2684682,-115.1965813
PAST SALE,December-21-2020,Single Family Residential,6031 Blue Autumn St,North Las Vegas,NV,89031,317000,3,2.5,Highland Hills,1946,4356,2003,290,163,55,Sold,,,http://www.redfin.com/NV/North-Las-Vegas/6031-Blue-Autumn-St-89031/home/29925795,GLVAR,2247649,N,Y,36.2699474,-115.196535
PAST SALE,September-14-2020,Single Family Residential,6213 Pangea Ave,Las Vegas,NV,89139,240000,3,2.5,Warm Spgs Bronco At Pinnacle Peaks,1230,1742,2005,388,195,78,Sold,,,http://www.redfin.com/NV/Las-Vegas/6213-Pangea-Ave-89139/home/29012312,GLVAR,2208494,N,Y,36.0543016,-115.2276113
PAST SALE,May-7-2021,Single Family Residential,6019 Blue Autumn St,North Las Vegas,NV,89031,365000,4,2.5,Highland Hills,1946,5227,2003,153,188,55,Sold,,,http://www.redfin.com/NV/North-Las-Vegas/6019-Blue-Autumn-St-89031/home/29925798,GLVAR,2284185,N,Y,36.2695504,-115.196535
PAST SALE,November-1-2019,Single Family Residential,6050 Blue Autumn St,North Las Vegas,NV,89031,295000,4,2.5,HIGHLAND HILLS UNIT 9,2194,6098,2003,706,134,60,Sold,,,http://www.redfin.com/NV/North-Las-Vegas/6050-Blue-Autumn-St-89031/home/29925815,GLVAR,2117624,N,Y,36.270557,-115.1961181
PAST SALE,September-18-2020,Single Family Residential,6263 Oread Ave,Las Vegas,NV,89139,245000,3,2.5,Warm Spgs Bronco At Pinnacle Peaks,1211,1742,2005,384,202,78,Sold,,,http://www.redfin.com/NV/Las-Vegas/6263-Oread-Ave-89139/home/29035260,GLVAR,2219047,N,Y,36.0535541,-115.2288154
PAST SALE,December-23-2019,Single Family Residential,3728 Colton Ave Lot 41,North Las Vegas,NV,89032,291800,3,2.0,COLTON & ALLEN,1750,6098,2019,654,167,50,Sold,,,http://www.redfin.com/NV/North-Las-Vegas/3728-W-Colton-Ave-89032/unit-41/home/169516114,GLVAR,2146290,N,Y,36.2213461,-115.1897448
PAST SALE,July-1-2021,Single Family Residential,6534 Minton Ct,Las Vegas,NV,89103,380000,3,2.0,Laurelwood Spring Valley,1771,7841,1977,98,215,,Sold,,,http://www.redfin.com/NV/Las-Vegas/6534-Minton-Ct-89103/home/29569305,GLVAR,2281781,N,Y,36.1117552,-115.2347582
PAST SALE,June-15-2020,Single Family Residential,6289 Cedarwood,Las Vegas,NV,89103,250000,2,2.0,Casa Linda,1260,6970,1977,479,198,,Sold,,,http://www.redfin.com/NV/Las-Vegas/6289-Cedarwood-Ave-89103/home/29545688,GLVAR,2195232,N,Y,36.1209006,-115.2291859
